 ,pli2_50_1000_1000_4_0.2_0.1-1.out ,60546 ,300.11 ,2748.0 ,2697.0 ,1.8559% ,
 ,pli2_50_1000_1000_4_0.2_0.1-2.out ,54113 ,154.54 ,2748.0 ,2748.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.25-0.out ,14678 ,18.30 ,4141.0 ,4141.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.25-1.out ,9465 ,21.14 ,4141.0 ,4141.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.25-2.out ,7450 ,21.98 ,4141.0 ,4141.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.5-0.out ,50688 ,54.58 ,5321.0 ,5321.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.5-1.out ,55031 ,138.44 ,5321.0 ,5321.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_0.5-2.out ,39092 ,94.59 ,5321.0 ,5321.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_1.0-0.out ,22604 ,30.70 ,5717.0 ,5717.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_1.0-1.out ,10066 ,9.55 ,5717.0 ,5717.0 ,0.0000% ,
 ,pli2_50_1000_1000_4_0.2_1.0-2.out ,3392 ,4.09 ,5717.0 ,5717.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.1-0.out ,25863 ,55.23 ,2998.0 ,2998.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.1-1.out ,27355 ,110.52 ,2998.0 ,2998.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.1-2.out ,14186 ,53.07 ,2998.0 ,2998.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.25-0.out ,5125 ,15.93 ,4356.0 ,4356.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.25-1.out ,9025 ,18.43 ,4356.0 ,4356.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.25-2.out ,3318 ,12.53 ,4356.0 ,4356.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.5-0.out ,1145 ,1.81 ,5490.999982734 ,5490.999982734 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.5-1.out ,1039 ,0.89 ,5491.0 ,5491.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_0.5-2.out ,961 ,0.84 ,5491.0 ,5491.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_1.0-0.out ,1 ,0.72 ,5767.0 ,5767.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_1.0-1.out ,159 ,0.35 ,5767.0 ,5767.0 ,0.0000% ,
 ,pli2_50_1000_1000_5_0.2_1.0-2.out ,453 ,0.47 ,5767.0 ,5767.0 ,0.0000% ,
